timestamp,frame_number,frame_len,frame_protocols,ip_src,ip_dst,tcp_srcport,tcp_dstport,tcp_flags,udp_srcport,udp_dstport,dns_qry_name,tls_handshake_extensions_server_name,http_request_method,http_request_uri,http_response_code
2026-02-10T17:42:24.530991,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:25.534786,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:25.534786,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:26.064505,,,,,,,,,,,,,,,
2026-02-10T17:42:32.234505,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:42:32.234667,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:42:37.006232,,,,192.168.0.167,172.217.2.138,,,,33306,443,,,,,
2026-02-10T17:42:37.023441,,,,172.217.2.138,192.168.0.167,,,,443,33306,,,,,
2026-02-10T17:42:37.074558,,,,,,,,,,,,,,,
2026-02-10T17:42:42.297007,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:42:42.297073,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:42:42.531794,,,,172.217.2.138,192.168.0.167,,,,443,33306,,,,,
2026-02-10T17:42:42.540344,,,,192.168.0.167,172.217.2.138,,,,33306,443,,,,,
2026-02-10T17:42:45.541931,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:47.570403,,,,,,,,,,,,,,,
2026-02-10T17:42:47.572971,,,,,,,,,,,,,,,
2026-02-10T17:42:48.084587,,,,,,,,,,,,,,,
2026-02-10T17:42:52.351206,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:42:52.351268,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:42:57.245183,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:57.245184,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:57.246245,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:57.248277,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:57.248277,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:57.248277,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:57.533647,,,,192.168.0.167,172.217.2.138,,,,33306,443,,,,,
2026-02-10T17:42:57.548794,,,,172.217.2.138,192.168.0.167,,,,443,33306,,,,,
2026-02-10T17:42:57.882612,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:57.884406,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:57.886289,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:57.886289,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:58.888477,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:42:58.888478,,,,,,,,,5353,5353,,,,,
2026-02-10T17:42:59.096350,,,,,,,,,,,,,,,
2026-02-10T17:42:59.893770,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:02.582825,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:43:02.582891,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:43:02.875424,,,,172.217.2.138,192.168.0.167,,,,443,33306,,,,,
2026-02-10T17:43:02.880970,,,,192.168.0.167,172.217.2.138,,,,33306,443,,,,,
2026-02-10T17:43:07.617138,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:07.633749,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:07.636094,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:07.636094,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:07.651954,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:09.140109,,,,10.8.0.1,239.255.255.250,,,,33976,1900,,,,,
2026-02-10T17:43:09.140179,,,,10.8.0.6,239.255.255.250,,,,45383,1900,,,,,
2026-02-10T17:43:09.140282,,,,192.168.0.167,239.255.255.250,,,,36600,1900,,,,,
2026-02-10T17:43:09.140870,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:43:09.140907,,,,10.8.0.1,239.255.255.250,,,,33976,1900,,,,,
2026-02-10T17:43:09.140917,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:43:09.140931,,,,10.8.0.6,239.255.255.250,,,,45383,1900,,,,,
2026-02-10T17:43:10.105120,,,,,,,,,,,,,,,
2026-02-10T17:43:10.105146,,,,,,,,,,,,,,,
2026-02-10T17:43:10.141142,,,,10.8.0.1,239.255.255.250,,,,33976,1900,,,,,
2026-02-10T17:43:10.141229,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T17:43:10.141283,,,,10.8.0.1,239.255.255.250,,,,33976,1900,,,,,
2026-02-10T17:43:10.141304,,,,10.8.0.6,239.255.255.250,,,,45383,1900,,,,,
2026-02-10T17:43:10.141323,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T17:43:10.141346,,,,10.8.0.6,239.255.255.250,,,,45383,1900,,,,,
2026-02-10T17:43:10.141361,,,,192.168.0.167,239.255.255.250,,,,36600,1900,,,,,
2026-02-10T17:43:10.541751,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:10.541751,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:10.542789,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:10.545369,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:10.545369,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:10.545369,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:11.061871,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
2026-02-10T17:43:11.061871,,,,,,,,,5353,5353,,,,,
2026-02-10T17:43:11.061871,,,,192.168.0.129,224.0.0.251,,,,5353,5353,,,,,
