timestamp,frame_number,frame_len,frame_protocols,ip_src,ip_dst,tcp_srcport,tcp_dstport,tcp_flags,udp_srcport,udp_dstport,dns_qry_name,tls_handshake_extensions_server_name,http_request_method,http_request_uri,http_response_code
2026-02-10T15:11:25.627124,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:11:25.715562,,,,,,,,,,,,,,,
2026-02-10T15:11:25.718716,,,,,,,,,,,,,,,
2026-02-10T15:11:26.226374,,,,192.168.0.167,192.168.0.187,51056,2869,0x00000010,,,,,,,
2026-02-10T15:11:31.346332,,,,,,,,,,,,,,,
2026-02-10T15:11:32.319186,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:11:32.319260,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:11:32.371293,,,,,,,,,,,,,,,
2026-02-10T15:11:33.394481,,,,,,,,,,,,,,,
2026-02-10T15:11:34.737534,,,,,,,,,,,,,,,
2026-02-10T15:11:34.740195,,,,,,,,,,,,,,,
2026-02-10T15:11:34.742709,,,,,,,,,,,,,,,
2026-02-10T15:11:35.203005,,,,,,,,,,,,,,,
2026-02-10T15:11:39.032825,,,,192.168.0.122,255.255.255.255,,,,39190,7989,,,,,
2026-02-10T15:11:40.355426,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:11:40.375395,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:11:42.399073,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:11:42.399242,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:11:46.213341,,,,,,,,,,,,,,,
2026-02-10T15:11:46.541722,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:11:46.546125,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:11:51.570671,,,,,,,,,,,,,,,
2026-02-10T15:11:51.574882,,,,,,,,,,,,,,,
2026-02-10T15:11:52.778319,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:11:52.778420,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:11:57.223441,,,,,,,,,,,,,,,
2026-02-10T15:12:01.543343,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:01.560899,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:02.858777,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:02.858849,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:07.252406,,,,172.217.2.138,192.168.0.167,,,,443,57486,,,,,
2026-02-10T15:12:07.257908,,,,192.168.0.167,172.217.2.138,,,,57486,443,,,,,
2026-02-10T15:12:08.234199,,,,,,,,,,,,,,,
2026-02-10T15:12:09.067795,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.069373,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.071285,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.107902,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.107903,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.107903,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.108506,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.108507,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.108507,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.109070,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.109514,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.109896,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.123823,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.150048,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.150048,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.150358,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.151049,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:09.165207,,,,192.178.56.67,192.168.0.167,,,,443,37424,,,,,
2026-02-10T15:12:09.177491,,,,192.168.0.167,192.178.56.67,,,,37424,443,,,,,
2026-02-10T15:12:11.282703,,,,192.168.0.167,192.168.0.187,51056,2869,0x00000010,,,,,,,
2026-02-10T15:12:12.246998,,,,127.0.0.1,127.0.0.1,,,,1194,38178,,,,,
2026-02-10T15:12:12.247181,,,,127.0.0.1,127.0.0.1,,,,38178,1194,,,,,
2026-02-10T15:12:14.114537,,,,,,,,,,,,,,,
2026-02-10T15:12:14.114553,,,,,,,,,,,,,,,
2026-02-10T15:12:16.403108,,,,,,,,,,,,,,,
2026-02-10T15:12:17.233846,,,,,,,,,,,,,,,
